UR #	ILLOC	SR	
68259:	Q  	Aux Never Verb O1[+WH] O2 P O3 Adv                	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH]"Never"(Negbar[+WH](VP[+WH](Vbar[+WH](V"Verb")"O1[+WH]""O2"(PP"P""O3")"Adv"))))))))        132	
68260:	Q  	Aux Never Verb O1[+WH] O2 P O3                    	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH]"Never"(Negbar[+WH](VP[+WH](Vbar[+WH](V"Verb")"O1[+WH]""O2"(PP"P""O3")))))))))        132	
68261:	Q  	Aux Never Verb O1[+WH] O2                         	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH]"Never"(Negbar[+WH](VP[+WH](Vbar[+WH](V"Verb")"O1[+WH]""O2"))))))))        132	
68262:	Q  	Aux Never Verb O1[+WH] P O3 Adv                   	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH]"Never"(Negbar[+WH](VP[+WH](Vbar[+WH](V"Verb")"O1[+WH]"(PP"P""O3")"Adv"))))))))        132	
68263:	Q  	Aux Never Verb O1[+WH] P O3                       	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH]"Never"(Negbar[+WH](VP[+WH](Vbar[+WH](V"Verb")"O1[+WH]"(PP"P""O3")))))))))        132	
68264:	Q  	Aux Never Verb O1[+WH]                            	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH]"Never"(Negbar[+WH](VP[+WH](Vbar[+WH](V"Verb")"O1[+WH]"))))))))        132	
68265:	Q  	Aux Never Verb P O3 Adv[+WH]                      	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH]"Never"(Negbar[+WH](VP[+WH](Vbar[+WH](V"Verb")(PP"P""O3")"Adv[+WH]"))))))))        132	
68266:	Q  	Aux Never Verb P O3[+WH] Adv                      	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH]"Never"(Negbar[+WH](VP[+WH](Vbar[+WH](V"Verb")(PP[+WH]"P""O3[+WH]")"Adv"))))))))        132	
68267:	Q  	Aux Never Verb P O3[+WH]                          	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH]"Never"(Negbar[+WH](VP[+WH](Vbar[+WH](V"Verb")(PP[+WH]"P""O3[+WH]")))))))))        132	
68268:	Q  	Aux Not Verb Adv[+WH]                             	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"Adv[+WH]"))))))))        132	
68269:	Q  	Aux Not Verb O1 Adv[+WH]                          	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1""Adv[+WH]"))))))))        132	
68270:	Q  	Aux Not Verb O1 O2 Adv[+WH]                       	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1""O2""Adv[+WH]"))))))))        132	
68271:	Q  	Aux Not Verb O1 O2 P O3 Adv[+WH]                  	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1""O2"(PP"P""O3")"Adv[+WH]"))))))))        132	
68272:	Q  	Aux Not Verb O1 O2 P O3[+WH] Adv                  	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1""O2"(PP[+WH]"P""O3[+WH]")"Adv"))))))))        132	
68273:	Q  	Aux Not Verb O1 O2 P O3[+WH]                      	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1""O2"(PP[+WH]"P""O3[+WH]")))))))))        132	
68274:	Q  	Aux Not Verb O1 O2[+WH] Adv                       	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1""O2[+WH]""Adv"))))))))        132	
68275:	Q  	Aux Not Verb O1 O2[+WH] P O3 Adv                  	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1""O2[+WH]"(PP"P""O3")"Adv"))))))))        132	
68276:	Q  	Aux Not Verb O1 O2[+WH] P O3                      	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1""O2[+WH]"(PP"P""O3")))))))))        132	
68277:	Q  	Aux Not Verb O1 O2[+WH]                           	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1""O2[+WH]"))))))))        132	
68278:	Q  	Aux Not Verb O1 P O3 Adv[+WH]                     	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1"(PP"P""O3")"Adv[+WH]"))))))))        132	
68279:	Q  	Aux Not Verb O1 P O3[+WH] Adv                     	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1"(PP[+WH]"P""O3[+WH]")"Adv"))))))))        132	
68280:	Q  	Aux Not Verb O1 P O3[+WH]                         	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1"(PP[+WH]"P""O3[+WH]")))))))))        132	
68281:	Q  	Aux Not Verb O1[+WH] Adv                          	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1[+WH]""Adv"))))))))        132	
68282:	Q  	Aux Not Verb O1[+WH] O2 Adv                       	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1[+WH]""O2""Adv"))))))))        132	
68283:	Q  	Aux Not Verb O1[+WH] O2 P O3 Adv                  	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1[+WH]""O2"(PP"P""O3")"Adv"))))))))        132	
68284:	Q  	Aux Not Verb O1[+WH] O2 P O3                      	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1[+WH]""O2"(PP"P""O3")))))))))        132	
68285:	Q  	Aux Not Verb O1[+WH] O2                           	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1[+WH]""O2"))))))))        132	
68286:	Q  	Aux Not Verb O1[+WH] P O3 Adv                     	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1[+WH]"(PP"P""O3")"Adv"))))))))        132	
68287:	Q  	Aux Not Verb O1[+WH] P O3                         	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1[+WH]"(PP"P""O3")))))))))        132	
68288:	Q  	Aux Not Verb O1[+WH]                              	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")"O1[+WH]"))))))))        132	
68289:	Q  	Aux Not Verb P O3 Adv[+WH]                        	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")(PP"P""O3")"Adv[+WH]"))))))))        132	
68290:	Q  	Aux Not Verb P O3[+WH] Adv                        	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")(PP[+WH]"P""O3[+WH]")"Adv"))))))))        132	
68291:	Q  	Aux Not Verb P O3[+WH]                            	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[+WH](NegBar[+WH](Neg"Not")(VP[+WH](Vbar[+WH](V"Verb")(PP[+WH]"P""O3[+WH]")))))))))        132	
68292:	Q  	Aux Verb Adv[+WH]                                 	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH](Vbar[+WH](V"Verb")"Adv[+WH]"))))))        132	
68293:	Q  	Aux Verb O1 Adv[+WH]                              	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH](Vbar[+WH](V"Verb")"O1""Adv[+WH]"))))))        132	
68294:	Q  	Aux Verb O1 O2 Adv[+WH]                           	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH](Vbar[+WH](V"Verb")"O1""O2""Adv[+WH]"))))))        132	
68295:	Q  	Aux Verb O1 O2 P O3 Adv[+WH]                      	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH](Vbar[+WH](V"Verb")"O1""O2"(PP"P""O3")"Adv[+WH]"))))))        132	
68296:	Q  	Aux Verb O1 O2 P O3[+WH] Adv                      	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH](Vbar[+WH](V"Verb")"O1""O2"(PP[+WH]"P""O3[+WH]")"Adv"))))))        132	
68297:	Q  	Aux Verb O1 O2 P O3[+WH]                          	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH](Vbar[+WH](V"Verb")"O1""O2"(PP[+WH]"P""O3[+WH]")))))))        132	
68298:	Q  	Aux Verb O1 O2[+WH] Adv                           	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH](Vbar[+WH](V"Verb")"O1""O2[+WH]""Adv"))))))        132	
68299:	Q  	Aux Verb O1 O2[+WH] P O3 Adv                      	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH](Vbar[+WH](V"Verb")"O1""O2[+WH]"(PP"P""O3")"Adv"))))))        132	
68300:	Q  	Aux Verb O1 O2[+WH] P O3                          	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH](Vbar[+WH](V"Verb")"O1""O2[+WH]"(PP"P""O3")))))))        132	
68301:	Q  	Aux Verb O1 O2[+WH]                               	(CP[ILLOC Q][+FIN][+WH]"S[+NULL][+TOPIC]"(Cbar[ILLOC Q][+FIN][+WH][SLASH S](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][+WH][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC Q][+FIN][+WH][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[+WH](Vbar[+WH](V"Verb")"O1""O2[+WH]"))))))        132	
